doc_id	table_index	rows	cols	p-value	metadata
18604267	1	14	10	2.7E-07   	['WGHS-2', 'P-Value']
18604267	1	13	10	7.9E-07   	['WGHS-2', 'P-Value']
18604267	1	8	10	2.6E-04   	['WGHS-2', 'P-Value']
18604267	4	2	5	1.7E-95   	['P-Value']
18604267	1	15	12	1.5E-16   	['Combined', 'P-Value']
18604267	1	9	12	3.1E-11   	['Combined', 'P-Value']
18604267	1	19	10	8.6E-06   	['WGHS-2', 'P-Value']
18604267	2	2	7	2.0E-16   	['WGHS-1', 'c', 'P-Value', '<2.0E-16']
18604267	1	5	8	5.0E-10   	['WGHS-1', 'P-Value']
18604267	1	7	12	5.1E-29   	['Combined', 'P-Value']
18604267	1	19	8	3.2E-08   	['WGHS-1', 'P-Value']
18604267	1	10	10	4.3E-05   	['WGHS-2', 'P-Value']
18604267	2	5	11	2.0E-16   	['Combined', 'c', 'P-Value', '<2.0E-16']
18604267	1	11	10	1.3E-21   	['WGHS-2', 'P-Value']
18604267	4	3	5	3.0E-78   	['P-Value']
18604267	1	4	8	1.7E-10   	['WGHS-1', 'P-Value']
18604267	2	3	7	2.0E-16   	['WGHS-1', 'c', 'P-Value', '<2.0E-16']
18604267	1	4	12	1.5E-14   	['Combined', 'P-Value']
18604267	1	12	8	6.2E-19   	['WGHS-1', 'P-Value']
18604267	1	18	10	5.2E-06   	['WGHS-2', 'P-Value']
18604267	2	2	9	2.0E-16   	['WGHS-2', 'c', 'P-Value', '<2.0E-16']
18604267	1	7	10	5.9E-10   	['WGHS-2', 'P-Value']
18604267	1	16	12	3.6E-23   	['Combined', 'P-Value']
18604267	1	20	8	2.7E-08   	['WGHS-1', 'P-Value']
18604267	1	6	10	3.2E-06   	['WGHS-2', 'P-Value']
18604267	1	12	10	1.2E-07   	['WGHS-2', 'P-Value']
18604267	1	2	8	1.3E-11   	['WGHS-1', 'P-Value']
18604267	2	3	9	2.0E-16   	['WGHS-2', 'c', 'P-Value', '<2.0E-16']
18604267	1	9	8	7.9E-10   	['WGHS-1', 'P-Value']
18604267	1	14	8	3.7E-17   	['WGHS-1', 'P-Value']
18604267	4	4	5	5.3E-37   	['P-Value']
18604267	1	17	12	3.1E-11   	['Combined', 'P-Value']
18604267	1	16	10	3.2E-07   	['WGHS-2', 'P-Value']
18604267	1	4	10	1.5E-05   	['WGHS-2', 'P-Value']
18604267	2	2	11	2.0E-16   	['Combined', 'c', 'P-Value', '<2.0E-16']
18604267	1	3	10	3.5E-06   	['WGHS-2', 'P-Value']
18604267	2	4	11	3.2E-10   	['Combined', 'c', 'P-Value', '<2.0E-16']
18604267	1	5	10	2.4E-05   	['WGHS-2', 'P-Value']
18604267	1	10	12	1.3E-18   	['Combined', 'P-Value']
18604267	1	15	8	7.2E-13   	['WGHS-1', 'P-Value']
18604267	2	3	11	2.0E-16   	['Combined', 'c', 'P-Value', '<2.0E-16']
18604267	1	3	12	1.7E-16   	['Combined', 'P-Value']
18604267	2	4	9	5.1E-03   	['WGHS-2', 'c', 'P-Value', '<2.0E-16']
18604267	1	2	10	1.4E-06   	['WGHS-2', 'P-Value']
18604267	2	5	7	2.0E-16   	['WGHS-1', 'c', 'P-Value', '<2.0E-16']
18604267	1	14	12	5.9E-23   	['Combined', 'P-Value']
18604267	1	5	12	6.1E-14   	['Combined', 'P-Value']
18604267	1	20	12	6.3E-10   	['Combined', 'P-Value']
18604267	1	6	12	9.2E-17   	['Combined', 'P-Value']
18823527	1	5	11	8.97E-05  	['Comb Z-test pools']
18823527	1	18	11	5.38E-05  	['Comb Z-test pools']
18823527	1	6	12	0.00002   	['p Cases vs MRC Cons']
18823527	1	26	11	1.37E-05  	['Comb Z-test pools']
18823527	1	20	11	3.60E-05  	['Comb Z-test pools']
18823527	1	27	11	2.20E-06  	['Comb Z-test pools']
18823527	1	7	11	5.70E-06  	['Comb Z-test pools']
18823527	1	9	11	3.79E-05  	['Comb Z-test pools']
18823527	1	2	11	6.43E-05  	['Comb Z-test pools']
18823527	1	1	13	6.09E-14  	['p Cases vs All Cons']
18823527	1	28	13	3.05E-05  	['p Cases vs All Cons']
18823527	1	1	12	1.73E-10  	['p Cases vs MRC Cons']
18823527	1	9	12	0.00009   	['p Cases vs MRC Cons']
18823527	1	3	11	5.89E-09  	['Comb Z-test pools']
18823527	1	3	13	3.96E-14  	['p Cases vs All Cons']
18823527	2	2	6	1.65E-06  	['p Cases vs MRC Cons', '0.02661']
18823527	1	28	11	5.44E-05  	['Comb Z-test pools']
18823527	1	3	12	1.21E-10  	['p Cases vs MRC Cons']
18823527	1	2	12	8.24E-11  	['p Cases vs MRC Cons']
18823527	1	5	13	9.15E-11  	['p Cases vs All Cons']
18823527	1	1	11	6.00E-07  	['Comb Z-test pools']
18823527	2	2	8	6.12E-07  	['p Cases vs Comb Cons', '0.0032']
18823527	1	13	11	3.18E-05  	['Comb Z-test pools']
18823527	1	7	12	0.00003   	['p Cases vs MRC Cons']
18823527	1	2	13	3.87E-11  	['p Cases vs All Cons']
18823527	1	15	11	3.44E-09  	['Comb Z-test pools']
18823527	1	4	11	7.33E-06  	['Comb Z-test pools']
18823527	1	29	11	3.52E-05  	['Comb Z-test pools']
18823527	1	10	11	9.98E-05  	['Comb Z-test pools']
18823527	1	4	12	2.08E-09  	['p Cases vs MRC Cons']
18823527	1	6	13	3.37E-06  	['p Cases vs All Cons']
18823527	1	8	12	0.00004   	['p Cases vs MRC Cons']
18823527	1	24	11	7.80E-06  	['Comb Z-test pools']
18823527	1	4	13	4.77E-06  	['p Cases vs All Cons']
18823527	1	5	12	7.97E-09  	['p Cases vs MRC Cons']
18823527	1	19	11	3.56E-06  	['Comb Z-test pools']
18846228	1	17	9	2.00E-03  	['Replication GINI', 'n = 1,839', 'P value']
18846228	1	19	3	4.81E-05  	['GWAS KORA S3/F3', 'n = 1,530', 'P value']
18846228	1	11	6	6.07E-10  	['Replication KORA S4', 'n = 3,890', 'P value']
18846228	1	13	12	1.01E-01  	['Replication LISA', 'n = 1,042', 'P value']
18846228	1	17	6	2.32E-04  	['Replication KORA S4', 'n = 3,890', 'P value']
18846228	1	3	6	9.28E-08  	['Replication KORA S4', 'n = 3,890', 'P value']
18846228	1	18	6	2.47E-04  	['Replication KORA S4', 'n = 3,890', 'P value']
18846228	1	19	18	3.35E-07  	['Combined', 'n = 9,769', 'P value']
18846228	1	6	15	4.27E-04  	['Replication ISAAC', 'n = 2,998', 'P value']
18846228	1	11	9	8.14E-06  	['Replication GINI', 'n = 1,839', 'P value']
18846228	1	19	15	4.13E-02  	['Replication ISAAC', 'n = 2,998', 'P value']
18846228	1	17	18	6.69E-08  	['Combined', 'n = 9,769', 'P value']
18846228	1	18	3	9.25E-05  	['GWAS KORA S3/F3', 'n = 1,530', 'P value']
18846228	1	18	12	1.21E-01  	['Replication LISA', 'n = 1,042', 'P value']
18846228	1	19	12	1.64E-01  	['Replication LISA', 'n = 1,042', 'P value']
18846228	1	5	6	1.67E-04  	['Replication KORA S4', 'n = 3,890', 'P value']
18846228	1	22	3	8.52E-04  	['GWAS KORA S3/F3', 'n = 1,530', 'P value']
18846228	1	15	6	2.27E-01  	['Replication KORA S4', 'n = 3,890', 'P value']
18846228	1	13	9	2.91E-02  	['Replication GINI', 'n = 1,839', 'P value']
18846228	1	14	6	7.22E-01  	['Replication KORA S4', 'n = 3,890', 'P value']
18846228	1	22	9	7.34E-01  	['Replication GINI', 'n = 1,839', 'P value']
18846228	1	20	6	4.01E-04  	['Replication KORA S4', 'n = 3,890', 'P value']
18846228	1	7	6	2.45E-02  	['Replication KORA S4', 'n = 3,890', 'P value']
18846228	1	21	6	5.95E-01  	['Replication KORA S4', 'n = 3,890', 'P value']
18846228	1	13	3	4.05E-05  	['GWAS KORA S3/F3', 'n = 1,530', 'P value']
18846228	1	22	6	2.03E-06  	['Replication KORA S4', 'n = 3,890', 'P value']
18846228	1	9	6	5.09E-02  	['Replication KORA S4', 'n = 3,890', 'P value']
18846228	1	17	3	6.58E-05  	['GWAS KORA S3/F3', 'n = 1,530', 'P value']
18846228	1	4	6	2.85E-02  	['Replication KORA S4', 'n = 3,890', 'P value']
18846228	1	18	9	4.40E-03  	['Replication GINI', 'n = 1,839', 'P value']
18846228	1	11	12	4.18E-05  	['Replication LISA', 'n = 1,042', 'P value']
18846228	1	13	15	2.70E-02  	['Replication ISAAC', 'n = 2,998', 'P value']
18846228	1	13	18	6.28E-07  	['Combined', 'n = 9,769', 'P value']
18846228	1	11	18	1.85E-20  	['Combined', 'n = 9,769', 'P value']
18846228	1	22	18	1.52E-05  	['Combined', 'n = 9,769', 'P value']
18846228	1	19	9	3.70E-03  	['Replication GINI', 'n = 1,839', 'P value']
18846228	1	11	15	2.11E-04  	['Replication ISAAC', 'n = 2,998', 'P value']
18846228	1	22	12	2.44E-01  	['Replication LISA', 'n = 1,042', 'P value']
18846228	1	12	6	1.42E-01  	['Replication KORA S4', 'n = 3,890', 'P value']
18846228	1	17	15	1.75E-02  	['Replication ISAAC', 'n = 2,998', 'P value']
18846228	1	13	6	2.26E-04  	['Replication KORA S4', 'n = 3,890', 'P value']
18846228	1	18	15	8.22E-03  	['Replication ISAAC', 'n = 2,998', 'P value']
18846228	1	6	6	3.23E-09  	['Replication KORA S4', 'n = 3,890', 'P value']
18846228	1	6	9	2.51E-05  	['Replication GINI', 'n = 1,839', 'P value']
18846228	1	6	12	6.58E-05  	['Replication LISA', 'n = 1,042', 'P value']
18846228	1	19	6	2.27E-04  	['Replication KORA S4', 'n = 3,890', 'P value']
18846228	1	16	6	1.24E-01  	['Replication KORA S4', 'n = 3,890', 'P value']
18846228	1	6	18	7.08E-19  	['Combined', 'n = 9,769', 'P value']
18846228	1	18	18	4.46E-08  	['Combined', 'n = 9,769', 'P value']
18846228	1	6	3	6.19E-05  	['GWAS KORA S3/F3', 'n = 1,530', 'P value']
18846228	1	10	6	2.45E-04  	['Replication KORA S4', 'n = 3,890', 'P value']
18846228	1	8	6	2.52E-02  	['Replication KORA S4', 'n = 3,890', 'P value']
18846228	1	17	12	1.37E-01  	['Replication LISA', 'n = 1,042', 'P value']
19043545	2	24	3	1.20E-02  	['p-value']
19043545	2	7	3	1.54E-04  	['p-value']
19043545	2	29	3	3.05E-02  	['p-value']
19043545	2	15	3	3.25E-03  	['p-value']
19043545	2	26	3	1.29E-02  	['p-value']
19043545	2	6	3	1.42E-04  	['p-value']
19043545	2	19	3	9.04E-03  	['p-value']
19043545	2	30	3	3.20E-02  	['p-value']
19043545	2	28	3	2.94E-02  	['p-value']
19043545	2	33	3	4.40E-02  	['p-value']
19043545	2	17	3	5.87E-03  	['p-value']
19043545	2	23	3	1.15E-02  	['p-value']
19043545	2	37	3	4.73E-02  	['p-value']
19043545	2	9	3	2.01E-04  	['p-value']
19043545	2	31	3	3.52E-02  	['p-value']
19043545	2	20	3	1.05E-02  	['p-value']
19043545	2	32	3	4.00E-02  	['p-value']
19043545	2	1	3	4.52E-08  	['p-value']
19043545	2	11	3	1.68E-03  	['p-value']
19043545	2	27	3	2.28E-02  	['p-value']
19043545	2	36	3	4.64E-02  	['p-value']
19043545	2	3	3	4.91E-06  	['p-value']
19043545	2	38	3	4.84E-02  	['p-value']
19043545	2	14	3	3.08E-03  	['p-value']
19043545	2	25	3	1.21E-02  	['p-value']
19043545	2	10	3	1.49E-03  	['p-value']
19043545	2	5	3	5.93E-05  	['p-value']
19043545	2	16	3	4.65E-03  	['p-value']
19043545	2	12	3	2.34E-03  	['p-value']
19043545	2	39	3	4.92E-02  	['p-value']
19043545	2	8	3	1.80E-04  	['p-value']
19043545	2	18	3	6.21E-03  	['p-value']
19043545	2	2	3	5.30E-07  	['p-value']
19043545	2	13	3	2.68E-03  	['p-value']
19043545	2	34	3	4.42E-02  	['p-value']
19043545	2	22	3	1.15E-02  	['p-value']
19043545	2	4	3	1.46E-05  	['p-value']
19043545	2	21	3	1.07E-02  	['p-value']
19043545	2	35	3	4.43E-02  	['p-value']
19056611	3	17	5	0.00004   	['Obese type 2 diabetes vs. control subjects', 'P', 'assoc']
19056611	3	4	5	0.00004   	['Obese type 2 diabetes vs. control subjects', 'P', 'assoc']
19056611	3	5	10	0.00002   	['Nonobese type 2 diabetes vs. control subjects', 'P', 'assoc']
19056611	3	8	5	0.00001   	['Obese type 2 diabetes vs. control subjects', 'P', 'assoc']
19096518	1	4	8	1.7E-07   	['P-Value', 'c']
19096518	1	9	8	5.5E-08   	['P-Value', 'c']
19096518	2	1	7	4.7E-10   	['P-Value', 'c']
19096518	3	4	4	2.2E-07   	['P-Value', '0.012']
19096518	1	4	9	5.8E-03   	['FDR', 'e']
19096518	5	16	6	3.5E-03   	['P-Value (one-sided)', '0.11', '0.07']
19096518	1	7	8	6.2E-12   	['P-Value', 'c']
19096518	1	6	8	2.8E-12   	['P-Value', 'c']
19096518	1	3	9	7.8E-03   	['FDR', 'e']
19096518	2	4	7	1.8E-25   	['P-Value', 'c']
19096518	1	10	9	5.5E-04   	['FDR', 'e']
19096518	1	8	9	3.8E-03   	['FDR', 'e']
19096518	5	8	6	4.8E-03   	['P-Value (one-sided)', '0.11', '0.07']
19096518	1	5	9	1.3E-03   	['FDR', 'e']
19096518	1	10	8	6.4E-09   	['P-Value', 'c']
19096518	1	2	9	8.1E-04   	['FDR', 'e']
19096518	2	2	7	5.7E-12   	['P-Value', 'c']
19096518	5	14	6	4.9E-08   	['P-Value (one-sided)', '0.11', '0.07']
19096518	1	1	8	6.8E-10   	['P-Value', 'c']
19096518	1	2	8	1.2E-08   	['P-Value', 'c']
19096518	2	3	7	5.4E-08   	['P-Value', 'c']
19096518	1	7	9	1.1E-06   	['FDR', 'e']
19096518	3	5	4	1.5E-26   	['P-Value', '0.012']
19096518	1	3	8	2.5E-07   	['P-Value', 'c']
19096518	1	6	9	9.6E-07   	['FDR', 'e']
19096518	1	1	9	7.8E-05   	['FDR', 'e']
19096518	1	5	8	2.3E-08   	['P-Value', 'c']
19096518	5	6	6	1.4E-12   	['P-Value (one-sided)', '0.11', '0.07']
19096518	2	5	7	4.3E-19   	['P-Value', 'c']
19096518	1	8	8	9.8E-08   	['P-Value', 'c']
19096518	1	9	9	2.7E-03   	['FDR', 'e']
19116933	2	3	10	0.00006   	['Validation stage', 'P', 'for trend']
19116933	1	3	13	0.00006   	['P', 'for trend']
19132087	4	10	5	7.35E-04  	['Differential transcript levels']
19132087	4	1	5	1.530E-07 	['Differential transcript levels']
19132087	4	5	5	1.55E-04  	['Differential transcript levels']
19132087	4	11	5	9.82E-05  	['Differential transcript levels']
19132087	4	4	5	3.05E-02  	['Differential transcript levels']
19132087	4	7	5	9.86E-03  	['Differential transcript levels']
19132087	4	2	5	1.20E-03  	['Differential transcript levels']
19197348	3	101	7	9.0E-06   	['P-value', 'BMI']
19197348	4	25	5	1.0E-73   	['Caucasian', 'P-value', 'BMI']
19197348	3	61	7	1.9E-05   	['P-value', 'BMI']
19197348	3	37	7	8.8E-06   	['P-value', 'BMI']
19197348	4	45	5	6.4E-33   	['Caucasian', 'P-value', 'BMI']
19197348	3	55	7	3.7E-06   	['P-value', 'BMI']
19197348	4	10	5	6.5E-15   	['Caucasian', 'P-value', 'BMI']
19197348	4	28	11	6.8E-04   	['P', 'het', '\xce\xb2', 'BMI']
19197348	4	40	9	1.3E-02   	['Kosraen', 'P-value', 'BMI']
19197348	3	46	7	8.6E-09   	['P-value', 'BMI']
19197348	3	100	7	8.4E-06   	['P-value', 'BMI']
19197348	3	45	7	3.9E-09   	['P-value', 'BMI']
19197348	4	48	5	1.3E-11   	['Caucasian', 'P-value', 'BMI']
19197348	3	13	7	2.8E-06   	['P-value', 'BMI']
19197348	4	15	5	1.8E-09   	['Caucasian', 'P-value', 'BMI']
19197348	3	102	7	9.2E-06   	['P-value', 'BMI']
19197348	3	72	7	3.2E-06   	['P-value', 'BMI']
19197348	4	28	5	3.0E-10   	['Caucasian', 'P-value', 'BMI']
19197348	3	70	7	2.6E-06   	['P-value', 'BMI']
19197348	4	54	5	2.0E-8    	['Caucasian', 'P-value', 'BMI']
19197348	3	66	7	1.7E-06   	['P-value', 'BMI']
19197348	4	18	5	2.1E-08   	['Caucasian', 'P-value', 'BMI']
19197348	3	20	7	1.6E-06   	['P-value', 'BMI']
19197348	4	21	5	4.7E-08   	['Caucasian', 'P-value', 'BMI']
19197348	3	67	7	1.7E-06   	['P-value', 'BMI']
19197348	3	92	7	1.6E-06   	['P-value', 'BMI']
19197348	4	53	10	7E-4      	['Kosraen', '\xce\xb2', 'BMI']
19197348	3	81	7	4.7E-06   	['P-value', 'BMI']
19197348	3	94	7	5.2E-06   	['P-value', 'BMI']
19197348	3	7	7	8.4E-07   	['P-value', 'BMI']
19197348	4	46	5	1.0E-09   	['Caucasian', 'P-value', 'BMI']
19197348	3	73	7	3.4E-06   	['P-value', 'BMI']
19197348	3	8	7	5.3E-06   	['P-value', 'BMI']
19197348	4	41	5	4.0E-09   	['Caucasian', 'P-value', 'BMI']
19197348	3	85	7	6.0E-06   	['P-value', 'BMI']
19197348	3	47	7	3.8E-06   	['P-value', 'BMI']
19197348	3	99	7	8.0E-06   	['P-value', 'BMI']
19197348	3	34	7	2.3E-06   	['P-value', 'BMI']
19197348	3	93	7	4.5E-06   	['P-value', 'BMI']
19197348	4	31	9	2.4E-05   	['Kosraen', 'P-value', 'BMI']
19197348	4	22	11	2.9E-11   	['P', 'het', '\xce\xb2', 'BMI']
19197348	3	41	7	1.2E-09   	['P-value', 'BMI']
19197348	4	14	5	1.3E-10   	['Caucasian', 'P-value', 'BMI']
19197348	4	53	5	6.7E-15   	['Caucasian', 'P-value', 'BMI']
19197348	4	8	5	2.7E-20   	['Caucasian', 'P-value', 'BMI']
19197348	3	95	7	6.1E-06   	['P-value', 'BMI']
19197348	3	40	7	1.2E-09   	['P-value', 'BMI']
19197348	3	10	7	7.3E-06   	['P-value', 'BMI']
19197348	4	34	5	3.0E-08   	['Caucasian', 'P-value', 'BMI']
19197348	3	69	7	2.6E-06   	['P-value', 'BMI']
19197348	4	50	5	2.2E-26   	['Caucasian', 'P-value', 'BMI']
19197348	3	96	7	6.2E-06   	['P-value', 'BMI']
19197348	4	26	5	2.0E-13   	['Caucasian', 'P-value', 'BMI']
19197348	3	15	7	9.0E-06   	['P-value', 'BMI']
19197348	4	13	5	1.1E-10   	['Caucasian', 'P-value', 'BMI']
19197348	3	52	7	1.1E-06   	['P-value', 'BMI']
19197348	3	75	7	3.5E-06   	['P-value', 'BMI']
19197348	3	77	7	4.0E-06   	['P-value', 'BMI']
19197348	3	42	7	2.1E-09   	['P-value', 'BMI']
19197348	4	42	11	2.0E-06   	['P', 'het', '\xce\xb2', 'BMI']
19197348	3	9	7	6.7E-06   	['P-value', 'BMI']
19197348	3	64	7	1.3E-06   	['P-value', 'BMI']
19197348	4	16	5	9.8E-09   	['Caucasian', 'P-value', 'BMI']
19197348	4	9	11	5.2E-08   	['P', 'het', '\xce\xb2', 'BMI']
19197348	4	17	5	1.5E-08   	['Caucasian', 'P-value', 'BMI']
19197348	4	42	5	7.0E-15   	['Caucasian', 'P-value', 'BMI']
19197348	4	36	5	2.0E-28   	['Caucasian', 'P-value', 'BMI']
19197348	4	11	5	4.5E-14   	['Caucasian', 'P-value', 'BMI']
19197348	3	82	7	4.9E-06   	['P-value', 'BMI']
19197348	4	9	5	1.4E-16   	['Caucasian', 'P-value', 'BMI']
19197348	3	48	7	4.0E-06   	['P-value', 'BMI']
19197348	3	33	7	1.9E-06   	['P-value', 'BMI']
19197348	3	11	7	8.4E-06   	['P-value', 'BMI']
19197348	4	51	5	6.5E-21   	['Caucasian', 'P-value', 'BMI']
19197348	3	50	7	6.7E-06   	['P-value', 'BMI']
19197348	3	76	7	3.9E-06   	['P-value', 'BMI']
19197348	3	86	7	6.1E-06   	['P-value', 'BMI']
19197348	3	53	7	2.9E-06   	['P-value', 'BMI']
19197348	4	7	5	8.3E-22   	['Caucasian', 'P-value', 'BMI']
19197348	3	98	7	7.3E-06   	['P-value', 'BMI']
19197348	3	35	7	5.5E-06   	['P-value', 'BMI']
19197348	3	87	7	7.2E-06   	['P-value', 'BMI']
19197348	4	27	5	2.0E-07   	['Caucasian', 'P-value', 'BMI']
19197348	3	17	7	1.2E-05   	['P-value', 'BMI']
19197348	4	52	5	6.8E-17   	['Caucasian', 'P-value', 'BMI']
19197348	3	2	7	2.0E-06   	['P-value', 'BMI']
19197348	4	31	5	1.0E-20   	['Caucasian', 'P-value', 'BMI']
19197348	3	5	7	3.1E-06   	['P-value', 'BMI']
19197348	4	25	9	1.7E-04   	['Kosraen', 'P-value', 'BMI']
19197348	3	38	7	9.9E-06   	['P-value', 'BMI']
19197348	4	3	5	2.0E-20   	['Caucasian', 'P-value', 'BMI']
19197348	4	42	9	1.6E-03   	['Kosraen', 'P-value', 'BMI']
19197348	4	39	9	1.5E-02   	['Kosraen', 'P-value', 'BMI']
19197348	3	22	7	7.5E-06   	['P-value', 'BMI']
19197348	3	74	7	3.4E-06   	['P-value', 'BMI']
19197348	3	26	7	8.7E-06   	['P-value', 'BMI']
19197348	4	12	5	9.7E-12   	['Caucasian', 'P-value', 'BMI']
19197348	3	65	7	1.6E-06   	['P-value', 'BMI']
19197348	3	84	7	5.7E-06   	['P-value', 'BMI']
19197348	3	103	7	9.8E-06   	['P-value', 'BMI']
19197348	4	37	5	2.0E-07   	['Caucasian', 'P-value', 'BMI']
19197348	3	29	7	3.7E-07   	['P-value', 'BMI']
19197348	3	25	7	5.3E-06   	['P-value', 'BMI']
19197348	3	89	7	9.6E-06   	['P-value', 'BMI']
19197348	4	8	11	5.5E-42   	['P', 'het', '\xce\xb2', 'BMI']
19197348	3	32	7	3.4E-07   	['P-value', 'BMI']
19197348	4	20	5	3.3E-08   	['Caucasian', 'P-value', 'BMI']
19197348	3	43	7	2.2E-09   	['P-value', 'BMI']
19197348	4	38	5	2.0E-08   	['Caucasian', 'P-value', 'BMI']
19197348	3	54	7	3.1E-06   	['P-value', 'BMI']
19197348	4	7	11	2.8E-06   	['P', 'het', '\xce\xb2', 'BMI']
19197348	4	33	9	1.9E-07   	['Kosraen', 'P-value', 'BMI']
19197348	3	56	7	3.8E-06   	['P-value', 'BMI']
19197348	3	79	7	4.3E-06   	['P-value', 'BMI']
19197348	3	63	7	9.9E-07   	['P-value', 'BMI']
19197348	3	78	7	4.2E-06   	['P-value', 'BMI']
19197348	4	39	5	3.0E-14   	['Caucasian', 'P-value', 'BMI']
19197348	4	4	5	2.8E-15   	['Caucasian', 'P-value', 'BMI']
19197348	3	97	7	6.8E-06   	['P-value', 'BMI']
19197348	4	23	5	9.9E-08   	['Caucasian', 'P-value', 'BMI']
19197348	3	71	7	2.6E-06   	['P-value', 'BMI']
19197348	3	21	7	2.1E-06   	['P-value', 'BMI']
19197348	4	52	9	3E-04     	['Kosraen', 'P-value', 'BMI']
19197348	3	4	7	3.1E-06   	['P-value', 'BMI']
19197348	4	41	9	1.6E-03   	['Kosraen', 'P-value', 'BMI']
19197348	3	68	7	2.1E-06   	['P-value', 'BMI']
19197348	3	59	7	6.1E-06   	['P-value', 'BMI']
19197348	3	90	7	9.9E-06   	['P-value', 'BMI']
19197348	4	19	5	3.2E-08   	['Caucasian', 'P-value', 'BMI']
19197348	4	43	5	7.0E-22   	['Caucasian', 'P-value', 'BMI']
19197348	4	22	5	6.4E-08   	['Caucasian', 'P-value', 'BMI']
19197348	3	23	7	9.7E-06   	['P-value', 'BMI']
19197348	3	28	7	1.9E-07   	['P-value', 'BMI']
19197348	3	36	7	6.0E-06   	['P-value', 'BMI']
19197348	3	58	7	5.5E-06   	['P-value', 'BMI']
19197348	4	32	5	1.0E-21   	['Caucasian', 'P-value', 'BMI']
19197348	4	48	9	3.0E-04   	['Kosraen', 'P-value', 'BMI']
19197348	3	19	7	1.5E-06   	['P-value', 'BMI']
19197348	4	6	5	1.4E-27   	['Caucasian', 'P-value', 'BMI']
19197348	4	33	5	1.0E-60   	['Caucasian', 'P-value', 'BMI']
19197348	3	83	7	5.6E-06   	['P-value', 'BMI']
19197348	4	40	5	4.0E-17   	['Caucasian', 'P-value', 'BMI']
19197348	3	30	7	1.3E-06   	['P-value', 'BMI']
19197348	3	14	7	4.1E-06   	['P-value', 'BMI']
19197348	3	44	7	2.9E-09   	['P-value', 'BMI']
19197348	4	29	5	9.0E-23   	['Caucasian', 'P-value', 'BMI']
19197348	3	88	7	8.1E-06   	['P-value', 'BMI']
19197348	3	49	7	5.0E-06   	['P-value', 'BMI']
19197348	3	80	7	4.5E-06   	['P-value', 'BMI']
19247474	3	22	5	5.36E-05  	['Permuted P']
19247474	3	2	4	9.52E-05  	['GWAS P', 'weight']
19247474	2	23	9	4.40E-04  	['P NHS']
19247474	2	18	10	5.90E-05  	['P PLCO']
19247474	3	13	4	6.09E-05  	['GWAS P', 'weight']
19247474	2	2	10	3.30E-03  	['P PLCO']
19247474	2	24	11	6.00E-06  	['P weight']
19247474	3	2	5	2.43E-03  	['Permuted P']
19247474	3	17	4	1.04E-03  	['GWAS P', 'weight']
19247474	3	24	4	2.22E-03  	['GWAS P', 'weight']
19247474	2	18	11	8.50E-06  	['P weight']
19247474	2	1	9	3.70E-05  	['P NHS']
19247474	3	5	5	6.86E-03  	['Permuted P']
